final_rank,content_id,client_id,final_refresh_score,best_model_name,best_model_probability,baseline_refresh_score,confidence,suggested_action,final_reason_codes,is_declining_label,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,content_age_days,days_since_last_update,word_count,trend_direction,competition_level,content_type,main_intent,age_tier,freshness_tier,word_count_tier,impression_tier,position_tier
435,content_b2723b0e21a1,client_3fdba35f04,75.16056992143034,random_forest,0.7942783351208905,0.6164582984126984,medium,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,2614,2,7,33.4,0.08,310,104,1399.0,down,LOW,keyword article,informational,181-365,91-180,1000-2000,moderate,page_3_5
436,content_8e9dc8a03242,client_3fdba35f04,75.16008817803026,random_forest,0.7990843826325978,0.6059779578713151,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,1582,3,37,23.0,0.19,124,104,1646.0,down,LOW,keyword article,informational,91-180,91-180,1000-2000,moderate,page_3_5
437,content_f15f55bda4af,client_3fdba35f04,75.15810908552348,random_forest,0.8003576423912151,0.603143820420068,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,917,1,6,6.7,0.11,144,104,1512.0,down,LOW,keyword article,informational,91-180,91-180,1000-2000,moderate,page_1
438,content_f80cf21a9b44,client_7f2253d7e2,75.14922918705864,random_forest,0.8115609704775473,0.5784719063789683,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,6471,96,88,17.1,1.48,141,20,3891.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,striking
439,content_bdf05d528f9b,client_7f2253d7e2,75.14910208225936,random_forest,0.8221494930389206,0.5554110344285714,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,7937,36,37,26.1,0.45,132,20,3574.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,page_3_5
440,content_04d7435934f0,client_3fdba35f04,75.13855362010212,random_forest,0.8417523346890605,0.5123969490833333,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,515,0,29,21.1,0.0,165,104,1392.0,down,HIGH,keyword article,informational,91-180,91-180,1000-2000,moderate,page_3_5
441,content_41eeb6df067f,client_3fdba35f04,75.13450855340555,random_forest,0.79074664512159,0.6233379810634921,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,998,5,17,3.1,0.5,165,104,1241.0,down,MEDIUM,keyword article,informational,91-180,91-180,1000-2000,moderate,page_1
442,content_d649f582c2c8,client_3fdba35f04,75.13173233146573,random_forest,0.796673579391015,0.6103454902494331,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,1826,4,20,26.4,0.22,174,104,1387.0,down,LOW,keyword article,informational,91-180,91-180,1000-2000,moderate,page_3_5
443,content_b7be7f157e1e,client_3fdba35f04,75.12538896310636,random_forest,0.7465536753851835,0.719286194989229,medium,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,2763,5,7,6.4,0.18,310,104,1349.0,down,MEDIUM,keyword article,informational,181-365,91-180,1000-2000,moderate,page_1
444,content_fbfc0bffca5c,client_7f2253d7e2,75.12431972111622,random_forest,0.7785318526293865,0.6496192137431972,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,7016,14,21,1.9,0.2,224,20,3862.0,down,LOW,keyword article,commercial,181-365,0-30,3500+,good,top_3
445,content_0ad759bc5d3d,client_19581e27de,75.11864406141385,random_forest,0.7385462749604883,0.7365128012196711,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,3409,0,10,4.3,0.0,139,104,2886.0,down,LOW,keyword article,informational,91-180,91-180,2000-3500,good,page_1
446,content_749279cada8e,client_3fdba35f04,75.11407052490469,random_forest,0.7722689365959025,0.662938127111678,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,2200,3,9,15.5,0.14,309,104,1448.0,down,LOW,keyword article,informational,181-365,91-180,1000-2000,moderate,striking
447,content_4e2c18f0b3e7,client_7f2253d7e2,75.1122904389639,random_forest,0.7716269808550797,0.6642806362301588,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,10859,35,32,5.3,0.32,224,20,4359.0,down,LOW,keyword article,informational,181-365,0-30,3500+,good,page_1
448,content_2dc3d642210d,client_19581e27de,75.10936089398332,random_forest,0.7037668777956363,0.8119575077380953,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,6563,7,15,5.2,0.11,144,104,0.0,down,LOW,keyword article,informational,91-180,91-180,unknown,good,page_1
449,content_d225ec9f3d46,client_f369cb89fc,75.10777876474123,random_forest,0.7337298662794142,0.7466627233333334,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,26470,14,10,0.7,0.05,95,20,2618.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,good,top_3
450,content_0c0712027f83,client_6208ef0f77,75.1035727911693,random_forest,0.7746498735153919,0.6574269844345236,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,3471,1,145,22.1,0.03,151,104,6953.0,down,LOW,keyword article,informational,91-180,91-180,3500+,good,page_3_5
451,content_46a1ecbb5fa5,client_3fdba35f04,75.10339672142787,random_forest,0.7674761250847172,0.6730426223860544,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,1915,2,34,8.5,0.1,333,104,1488.0,down,LOW,keyword article,informational,181-365,91-180,1000-2000,moderate,page_1
452,content_a0461516b383,client_3fdba35f04,75.10102544983879,random_forest,0.7633653274352987,0.6819202786989795,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1921,5,9,5.6,0.26,139,104,1654.0,down,MEDIUM,keyword article,commercial,91-180,91-180,1000-2000,moderate,page_1
453,content_99ba59484a1d,client_6208ef0f77,75.10003916282577,random_forest,0.7804510490875357,0.6446847768866213,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1589,1,7,5.5,0.06,139,104,5966.0,down,LOW,keyword article,informational,91-180,91-180,3500+,moderate,page_1
454,content_a2267aa89fcb,client_3fdba35f04,75.09529299054093,random_forest,0.7945757452337721,0.6137800614370748,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,2136,4,20,29.4,0.19,310,104,1344.0,down,HIGH,keyword article,transactional,181-365,91-180,1000-2000,moderate,page_3_5
455,content_28c936efbd09,client_3fdba35f04,75.09498941186061,random_forest,0.7934822992687606,0.6161516387460317,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1270,2,17,13.4,0.16,165,104,1612.0,down,LOW,keyword article,informational,91-180,91-180,1000-2000,moderate,striking
456,content_f984ff877f03,client_7f2253d7e2,75.09200993597223,random_forest,0.7730370181493486,0.6605793456797053,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,8946,9,15,3.4,0.1,224,20,4120.0,down,LOW,keyword article,informational,181-365,0-30,3500+,good,page_1
457,content_ac7a64382e25,client_7f2253d7e2,75.09100851417243,random_forest,0.7944672080013483,0.6138831252755101,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,23888,15,18,24.9,0.06,147,20,3449.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,good,page_3_5
458,content_8517b9b89fbf,client_3fdba35f04,75.08900616006046,random_forest,0.7685528814208498,0.6702502865459182,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,2516,1,41,17.7,0.04,333,104,1226.0,down,LOW,keyword article,informational,181-365,91-180,1000-2000,moderate,striking
459,content_2744dcacbe42,client_3fdba35f04,75.08827311660781,random_forest,0.8386947421957279,0.5174908645428005,medium,refresh,declining_with_demand|model_decline_risk,1,353,0,9,3.6,0.0,165,104,1503.0,down,MEDIUM,keyword article,informational,91-180,91-180,1000-2000,moderate,page_1
460,content_f1cdef315047,client_7f2253d7e2,75.07788529858409,random_forest,0.760984939713595,0.6863838283696145,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1389,1,2,6.2,0.07,106,106,2693.0,down,LOW,keyword article,transactional,91-180,91-180,2000-3500,moderate,page_1
461,content_a4fae3036840,client_7f2253d7e2,75.06940103248515,random_forest,0.8245623095820571,0.5476777169047619,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,13891,22,25,33.6,0.16,132,20,4293.0,down,LOW,keyword article,commercial,91-180,0-30,3500+,good,page_3_5
462,content_19fe39ccd4df,client_3fdba35f04,75.05609993669394,random_forest,0.8202248753118018,0.5567088815873015,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,948,0,16,24.7,0.0,284,104,1483.0,down,HIGH,keyword article,transactional,181-365,91-180,1000-2000,moderate,page_3_5
463,content_640fe40a7116,client_7f2253d7e2,75.05095079484151,random_forest,0.7992600184462281,0.6022004915238096,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,8816,49,49,16.4,0.56,224,20,4080.0,down,LOW,keyword article,informational,181-365,0-30,3500+,good,striking
464,content_e3087d137af4,client_19581e27de,75.04903773338236,random_forest,0.7577450897507007,0.692541345861678,medium,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1799,1,1,2.9,0.06,330,104,0.0,down,LOW,keyword article,transactional,181-365,91-180,unknown,moderate,top_3
465,content_9ff654abaa21,client_7f2253d7e2,75.04472245633855,random_forest,0.7846640164548453,0.6337901019591837,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,10620,69,62,11.8,0.65,224,20,4187.0,down,LOW,keyword article,informational,181-365,0-30,3500+,good,striking
466,content_86c98b7fffc0,client_6208ef0f77,75.02927960447683,random_forest,0.7525360151440743,0.7032696777142857,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,11897,4,62,31.1,0.03,151,104,4598.0,down,LOW,keyword article,informational,91-180,91-180,3500+,good,page_3_5
467,content_5f7bb3448ce0,client_3fdba35f04,75.02848227053431,random_forest,0.8037759521626,0.5916679269081633,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,2948,0,10,43.1,0.0,284,104,1297.0,down,MEDIUM,keyword article,transactional,181-365,91-180,1000-2000,moderate,page_3_5
468,content_c66523d94c76,client_6208ef0f77,75.02409838499395,random_forest,0.7504663322874521,0.7076153165,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,4757,3,127,15.7,0.06,148,104,6386.0,down,LOW,keyword article,informational,91-180,91-180,3500+,good,striking
469,content_4a3f315edc64,client_7f2253d7e2,75.02329492751119,random_forest,0.7803819948488097,0.642447808808957,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,32664,295,318,20.2,0.9,141,20,3994.0,down,LOW,keyword article,commercial,91-180,0-30,3500+,excellent,page_3_5
470,content_a4a6f6b82ae9,client_3fdba35f04,75.0226300385212,random_forest,0.750700909523162,0.7070588386071429,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,2860,5,13,10.1,0.17,309,104,1560.0,down,MEDIUM,keyword article,informational,181-365,91-180,1000-2000,moderate,striking
471,content_94e728350f84,client_3fdba35f04,75.0011270485264,random_forest,0.7338489771123168,0.7430856656938776,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,10451,19,47,26.1,0.18,144,104,1480.0,down,LOW,keyword article,informational,91-180,91-180,1000-2000,good,page_3_5
472,content_df3184adada1,client_3fdba35f04,74.99939458481816,random_forest,0.7942562477931707,0.6114926010181405,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1108,1,10,9.9,0.09,139,104,1906.0,down,MEDIUM,keyword article,transactional,91-180,91-180,1000-2000,moderate,page_1
473,content_75ce1a048515,client_7f2253d7e2,74.99710147064083,random_forest,0.7610476173151054,0.683734346687075,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,18245,53,69,7.9,0.29,224,20,3586.0,down,LOW,keyword article,informational,181-365,0-30,3500+,good,page_1
474,content_a9e82d7704af,client_7f2253d7e2,74.99117525665343,random_forest,0.7433976032907645,0.721983585015873,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,4664,15,19,27.1,0.32,106,106,2673.0,down,LOW,keyword article,transactional,91-180,91-180,2000-3500,good,page_3_5
475,content_73138e49f25d,client_f369cb89fc,74.95694384101326,random_forest,0.760731367300935,0.683173782,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,9618,3,7,2.1,0.03,95,20,2786.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,good,top_3
476,content_66cb6a723db1,client_3fdba35f04,74.94862041425681,random_forest,0.8030312207689918,0.5908052900011338,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,869,0,13,9.3,0.0,284,104,1452.0,down,LOW,keyword article,transactional,181-365,91-180,1000-2000,moderate,page_1
477,content_5846cb2080c8,client_7f2253d7e2,74.94175790803183,random_forest,0.7798648304555209,0.6410375254761904,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,10809,12,27,10.1,0.11,132,20,4867.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,striking
478,content_a2ae912ed682,client_3fdba35f04,74.93765089192637,random_forest,0.8078098784576093,0.5800583412196711,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,772,2,3,8.5,0.26,174,104,1508.0,down,MEDIUM,keyword article,commercial,91-180,91-180,1000-2000,moderate,page_1
479,content_33cde508c590,client_3fdba35f04,74.93628574472264,random_forest,0.7490527051060734,0.7079618955068027,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,2973,3,41,11.0,0.1,333,104,1599.0,down,LOW,keyword article,informational,181-365,91-180,1000-2000,moderate,striking
